"בית רימון","Bet Rimmon","Beit Rimmon","Beit Rimon","","בית רמון","","","32.7815144","35.3275501183919"
"בית שאן","Bet She'an","Beit She'an","","","","","","32.4967519","35.4973022"
"בית שמש","Bet Shemesh","Beit Shemesh","","","","","","31.7325308","34.9906658076147"
"בית שערים","Bet She'arim","Beit She'arim","","","","","","32.69783125","35.1784853220534"
"בית שקמה","Bet Shikma","Beit Shikma","","","","","",,
"ביתן אהרן","Bitan Aharon","","","","","","",,
"ביתר עילית","Betar Illit","Betar Ilit","","","ביתר עלית","","","31.6949458","35.1180191"
"בלפורייה","Balfuriyya","Balfuriya","","","בלפוריה","","","32.6312894","35.296743"
"בן זכאי","Ben Zakkai","Ben Zakai","","","","","","31.85579895","34.7268475618722"
"בן עמי","Ben Ammi","Ben Ami","","","","","","33.00694605","35.1256208722175"
"בן שמן (כפר נוער)","Ben Shemen (Youth Village)","","","","","","","31.9602779","34.928056"
"בן שמן (מושב)","Ben Shemen","","","","","","","31.9544396","34.9222266"
"בני ברק","Bene Brak","Bnei Brak","","","","","","32.0873899","34.8324376"
"בני דרום","Bene Darom","Bnei Darom","","","","","","31.8201432","34.6929924"
"בני דרור","Bene Dror","Bnei Dror","","","","","","32.2618622","34.900238"
"בני יהודה","Bene Yehuda","Bnei Yehuda","","","","","","32.798752","35.6893192615086"
"בני עטרות","Bene Atarot","Bnei Atarot","","","","","","32.0224981","34.9100044"
"בני עיש","Bene Ayish","Bnei Ayish","","","","",""
"בני ציון ","Bene Tsiyyon","Bnei Tsiyyon","Bnei Zion","Bene Zion","","","","32.21853955","34.8679919202781"
"בני ראם","Bene Re'em","Bnei Re'em","","","","","","31.768836","34.791424909882"
"בניה","Benaya","Bnaya","","","","","","31.8441001","34.7490399139098"
"בנימינה","Binyamina","","","","","","","32.5209032","34.9431721"
"בסמה","Basma","","","","","","","31.2523924","34.9742475765533"
"בוסתן הגליל","Bustan Hagalil","","","","בסתן הגליל","","","32.9518835","35.0823317"
"בצרה","Batsra","Batzra","","","","","","30.502804","47.8342226"
"ביצרון","Bitsaron","Bizaron","","","","","","31.79780025","34.7256778073303"
"בצת","Betset","Bezet","","","","","","33.0708449","35.136107"
"בקוע","Beko'a","","","","","","","31.8302054","34.9271432"
"בקעות","Beka'ot","","","","","","","32.2428392","35.4536973"
"בר גיורה","Bar Giyyora","Bar Giora","","","בר גיורא","",""
"ברור חיל","Beror Hayil","","","","","",""
"ברוש","Berosh","","","","","","","31.3706464","34.6322938428196"
"בר-יוחאי","Bar Yoha'i","","","","","","","32.9975998","35.4479434"
"ברכה","Berakha","Beracha","","","","",""
"ברכיה","Berekhya","Berechia","","","","","","31.671288","34.6264959012075"
"ברעם","Bar'am","","","","","","","33.0576503","35.4344138723808"
"ברק","Barak","","","","","","","32.5421948","35.2652015983575"
"ברקאי","Barka'i","","","","","","","32.4746428","35.0307097"
"ברקן","Barkan","","","","","","","32.10873505","35.1080016052382"
"ברקת","Bareket","","","","","","","32.0161027","34.9459051132616"
"בת הדר","Bat Hadar","","","","","","","31.6462482","34.5958649921038"
"בת חן","Bat Hen","Bat Chen","","","","","","32.3590367","34.8740297"
"בת חפר","Bat Hefer","","","","","","","32.3330792","35.0129031642113"
"בת ים","Bat Yam","","","","","","","32.01444165","34.7495648659979"
"בת עין","Bat Ayin","","","","","","","31.6572642","35.1031872"
"בת שלמה","Bat Shelomo","Bat Shlomo","","","","","","32.5994386","35.0029516"
"גאולי תימן","Ge'ule Teman","Geulei Teiman","","","","","","32.3915638","34.9002521"
"גאולים","Ge'ulim","","","","","","","32.29948865","34.9507751621237"
"גאליה","Ge'alya","","","","","","","31.88511335","34.7641985535544"
"גבולות","Gevulot","Gvulot","","","","","","31.2101813","34.4663457002577"
"גבים","Gevim","","","","","","","31.5056649","34.6007551"
"גבע","Geva","","","","","",""
"גבע בנימין","Geva Binyamin","","","","","","","31.8502643","35.2741433"
"גבע כרמל","Geva Karmel","Geva Carmel","","","","","","32.6641481","34.9550099"
"גבעלים","Giv'olim","","","","","",""
"גבעון החדשה","Giv'on Hahadasha","Giv'on Hachadasha","","","גיבעון החדשה","","","31.8481668","35.1576746"
"גבעות","Geva'ot","","","","","","","31.67895905","35.1012444458024"
"גבעות בר","Giv'ot Bar","","","","","","","31.35601815","34.7597925742459"
"גבעת אבני","Giv'at Avni","","","","","","","32.7755706","35.4381406"
"גבעת אלה","Giv’at Ela","","","","","","","32.7208483","35.2448953"
"גבעת ברנר","Giv'at Brener","","","","","","","31.8674038","34.8005278"
"גבעת השלושה","Giv'at Hashelosha","","","","","","","32.0966671","34.9202779"
"גבעת זאב","Giv'at Ze'ev","","","","","","","31.8623329","35.1687498"
"גבעת חן","Giv'at Hen","","","","","",""
"גבעת חיים (איחוד)","Giv'at Hayyim (Me'uhad)","Giv'at Haim (Me'uhad)","","","","","","32.39946415","34.932681027705"
"גבעת חיים (מאוחד)","Giv'at Hayyim (Ihud)","Giv'at Haim (Ihud)","","","","","","32.3919177","34.9308443743706"
"גבעת יואב","Giv'at Yo'av","","","","","","","32.8002848","35.6838088"
"גבעת יערים","Giv’at Ye'arim","","","","","","","31.78684405","35.088766169538"
"גבעת ישעיה","Giv’at Yesha'yahu","","","","","",""
"גבעת כח","Giv'at Ko’ah","","","","","","","32.02933375","34.9351440593383"
"גבעת נילי","Giv'at Nili","","","","","",""
"גבעת עדה","Giv'at Ada","","","","","","","32.51811855","35.0046408841568"
"גבעת עוז","Giv'at Oz","","","","גבעת עז","","","32.5554736","35.1979593876542"
"גבעת שמואל","Giv'at Shemu'el","","","","","","","32.0764342","34.8500525"
"גבעת שמש","Giv'at Shemesh","","","","","",""
"גבעת שפירא","Giv'at Shapira","","","","","","","32.3581549","34.8763685155263"
"גבעתי","Giv'ati","","","","","","","31.7326965","34.6794081165314"
"גבעתיים","Giv'atayim","","","","","","","32.0729606","34.8113279"
"גברעם","Gevar'am","","","","","","","31.5924768","34.6126871658828"
"גבת","Gevat","Gvat","","","","","","32.6745368","35.2116299"
"גיבתון","Gibbton","Gibton","","","גבתון","","","31.88820495","34.7997564559735"
"גדות","Gadot","","","","","","","33.0180474","35.6185119277888"
"גדיש","Gadish","","","","","","","32.5595223","35.2449512654631"
"גדעונה","Gid'ona","","","","","","","32.5488458","35.3584607942992"
"גדרה","Gedera","","","","","","","31.81166535","34.7783229775113"
"גונן","Gonen","","","","","","","33.1227839","35.6438977"
"גזית","Gazit","","","","","","","32.6377038","35.4470078652524"
"גזר","Gezer","","","","","","","31.87610935","34.9202240843082"
"גיאה","Ge'a","","","","","","","31.6275573","34.6024158"
"גיזו","Gizo","","","","","","","31.8046929","34.9385289784158"
"גילון ","Gilon","","","","","","","32.9029028","35.2354622"
"גילת ","Gilat","","","","","","","31.3273943","34.6544994"
"גלאון","Gal'on","","","","","","","31.6333371","34.8500075"
"גלגל","Gilgal","","","","","",""
"גליל ים","Gelil Yam","Glil Yam","","","","","","32.15710335","34.8305011053217"
"גלעד (אבן יצחק)","Gal'ed (Even Yits'hak)","","","","","","","32.5577256","35.0771842"
"גמזו","Gimzo","","","","","",""
"גן הדרום","Gan Hadarom","","","","","","","31.804968","34.6998752250996"
"גן השומרון","Gan Hashomron","","","","","",""
"גן חיים","Gan Hayyim","Gan Haim","","","","","","32.19494845","34.9053701177111"
"גן יאשיה","Gan Yoshiyyahu","Gan Yoshiya","","","","","","32.3528262","34.9958201"
"גן יבנה","Gan Yavne","","","","","","","31.787109","34.7096635"
"גן-נר","Gan-Ner","","","","","","","32.53109995","35.3394435853057"
"גן שורק","Gan Sorek","","","","","","","31.944725","34.7619154083432"
"גן שלמה","Gan Shelomo","Gan Shlomo","","","","","","31.8776008","34.798122"
"גן שמואל","Gan Shemu'el","","","","","","","32.4499819","34.9500006"
"גינוסר","Ginnosar","Ginosar","","","","","","32.8473936","35.5250434"
"גנות","Gannot","Ganot","","","","","","32.018611","34.829167"
"גנות הדר","Gannot Hadar","Ganot Hadar","","","","","","32.3195061","34.9001402"
"גני הדר","Ganne Hadar","Ganei Hadar","","","","","","31.8783773","34.8543901471239"
"גני יהודה","Ganne Yehuda","Ganei Yehuda","","","","","","32.04081435","34.8752389157293"
"גני יוחנן","Ganne Yohanan","Ganei Yohanan","Ganei Yochanan","","","","","31.86029","34.8407361"
"גני תקווה","Ganne Tikva","Ganei Tikva","","","גני תקוה","","","32.0604256","34.8760954"
"גיניגר","Ginnegar","Ganigar","","","גניגר","",""
"גניעם","Ganne'am","Ganei'am","","","","",""
"גינתון","Ginnaton","Ginaton","","","גנתון","","","31.9630715","34.9153859"
"געש","Ga'ash","","","","","","","32.2300651","34.8236106"
"געתון","Ga'ton","","","","","","","33.0062615","35.2137247063089"
"גפן","Gefen","","","","","","","31.7413923","34.8781399893812"
"גרופית","Gerofit","Grofit","","","","","","29.94111255","35.0644311308593"
"גורן","Goren","","","","גרן","","","33.0563915","35.2369902"
"גורנות הגליל","Gornot Hagalil","","","","גרנות הגליל","",""
"גשור","Geshur","","","","","","","32.8184698","35.7182696"
"גשר","Gesher","","","","","","","32.6215851","35.5520166458144"
"גשר הזיו","Gesher Haziv","","","","","","","33.0405527","35.1108089"
"גת (קיבוץ)","Gat","","","","","",""
"גת רימון","Gat Rimmon","","","","","","","32.06848095","34.8797510508939"
"גיתה","Gitta","Gita","","","","","","32.9672482","35.249074"
"גיתית","Gittit","Gatit","","","גתית","","","32.101492","35.396158"
"דבורה","Devora","Dvora","","","","","","32.5524942","35.2636693"
"דבירה","Devira","Dvira","","","","",""
"דוברת","Dovrat","","","","דברת","",""
"דגניה א'","Deganya (Alef)","Dganya Alef","","","","","","32.7084791","35.5748582"
"דגניה ב'","Deganya (Bet)","Dganya Bet","","","","","","32.699944","35.5753946342093"
"דובב","Dovev .","","","","","","","33.0530524","35.408328"
"דור","Dor","","","","","","","32.6075675","34.923046"
"דורות","Dorot","","","","","","","31.50570695","34.6453216765477"
"דימונה","Dimona","","","","","","","31.066667","35.033333"
"דישון","Dishon","","","","","","","33.0813243","35.5175202"
"דולב","Dolev","","","","","","","31.92643605","35.133859898351"
"דליה","Daliyya","Dalia","","","דלייה","","","32.589315","35.0758253"
"דלתון","Dalton","","","","","","","33.016717","35.4899525674023"
"דמידה","Dhamaida","Damida","","","","",""
"דן","Dan","","","","","","","33.24015085","35.6530922289284"
"דפנה","Dafna","","","","","","","33.23013695","35.6385061249892"
"דקל","Dekel","","","","","","","31.1940667","34.347864"
"האון","Ha'on","","","","","","","32.7241729","35.6216586"
"הבונים","Habonim","","","","","","","32.6369149","34.9327688"
"הגושרים","Hagoshrim","","","","","","","33.2202641","35.623007738917"
"הדר עם","Hadar Am","","","","","","","32.3491672","34.8999929170084"
"הוד השרון","Hod Hasharon","","","","","","","32.1561974","34.8930354"
"הודיה","Hodiyya","Hodia","Hodaya","","","","","31.6743748","34.6381488619839"
"הודיות","Hodayot","","","","","",""
"הושעיה","Hosha'ya","","","","","","","32.7584196","35.2914024806904"
"הזורע","Hazore’a","","","","","","","32.6447282","35.120838"
"הזורעים","Hazor’im","","","","","","","32.74538895","35.503587217182"
"החותרים","Hahotrim","Hachotrim","","","","","","32.7514976","34.9567795"
"היוגב","Hayogev","","","","","","","32.6088889","35.1994451"
"הילה","Hilla","Hila","","","","","","33.0358267","35.2443398"
"המעפיל","Hama'pil","","","","","","","32.3777393","34.9831207661996"
"הסוללים","Hasolelim","","","","","","","32.7492484","35.238343"
"העוגן","Ha'ogen","","","","","","","32.36177915","34.9247346718006"
"הר-אדר","Har Adar","","","","","","","31.8244114","35.1301594"
"הר גילה","Har Gillo","Har Gilo","","","","","","31.72208965","35.1706925699839"
"הר-עמשא","Har Amasa","","","","","","","31.34322165","35.101790026034"
"הראל","Har'el","","","","","","","31.808773","34.9508632"
"הרדוף","Harduf","","","","","","","32.7634076","35.1736905284993"
"הרצליה","Herzeliyya ","Hertsetiyya","Herzelia","","","","","32.17277555","34.8308087467599"
"הררית","Hararit","","","","","","","32.84591315","35.3684554139919"
"השביל לגבעה","Hashvil Lagiv'a","","","","","",""
"ורד יריחו","Vered Yeriho","Vered Yericho","","","","","","31.8262979","35.4326578"
"ורדון","Vardon","","","","","","","31.6635292","34.7821917"
"זבדיאל","Zavdi'el","","","","","","","31.6584287","34.759748"
"זוהר","Zohar","","","","","","","31.5953797","34.6923080180827"
"זיקים","Zikim","","","","","","","31.6088878","34.5210359"
"זיתן","Zetan","Zaitan","","","","","","31.9753923","34.891423"
"זיכרון יעקוב","Zikhron Ya'akov","","","","","",""
"זכריה","Zekharya","","","","","","","31.70956195","34.9448461421063"
"זמרת","Zimrat","","","","","",""
"זנוח","Zano'ah","","","","","","","31.73175225","34.9995866735402"
"זרועה","Zeru'a","","","","","","","31.4593766","34.6235081"
" זרזיר","Zarzir","","","","","","","32.7257121","35.2172287"
"זרחיה","Zerahya","Zerachya","Zerachia","","","","","31.68220945","34.7450950323756"
"חבצלת השרון","Havatselet Hasharon","Havazelet Hasharon","","","","","","32.359133","34.8649136"
"חבר","Hever","","","","","","","32.5487129","35.2643296"
"חיבת ציון","HibbatTsiyyon","","","","חבת ציון","","","32.3988736","34.9123365923093"
"חגור","Hagor","","","","","","","32.1375681","34.9481658"
"חגי","Haggai","","","","","",""
"חוגלה","Hogla","","","","חגלה","","","32.3875165","34.9257315"
"חד-נס","Had-Nes","","","","","","","32.9289144","35.6405195"
"חדיד","Hadid","","","","","","","31.9683369","34.9344414"
"חדרה","Hedera","","","","","","","32.43699","34.9198258"
"ח'ואלד","Khawalid","","","","","",""
"חולון","Holon","","","","","","","32.01598455","34.7857604798056"
"חולית","Holit","","","","","","","31.2304765","34.326578"
"חולתה","Hulata","","","","","","","33.0511117","35.6091616"
"חופית","Hofit","","","","","","","32.3856901","34.8751115"
"חוקוק","Hukok","","","","","","","32.87946855","35.4955895044394"
"חורה","Hura ","","","","","","","31.2972468","34.9379061"
"חורשים","Horashim","","","","","","","32.1394933","34.9711024"
"חזון","Hazon","","","","","","","32.9057937","35.3962720452296"
"חיפה","Haifa","Hefa","","","","","","32.8191218","34.9983856"
"חולדה","Hulda","","","","","","","31.8311135","34.8828116"
"חלוץ","Haluts","Halutz","Chaluz","","","",""
"חלמיש","Hallamish","Halamish","","","","","","32.0074735","35.1274798"
"חלץ","Helets","Helez","","","","","","31.5774293","34.6575334"
"חמד","Hemed","","","","","","","32.0181056","34.8419368"
"חמדיה","Hamadya","","","","","","","32.5201037","35.5203765"
"חמדת","Hemdat","","","","","","","32.2510732","35.5261486069475"
"חמדת ימים","Hemdat Yamim","","","","","","","32.94905565","35.4247403095932"
"חמרה","Hamra","","","","","","","32.20012435","35.4364035809343"
"חניאל","Hanni'el","","","","","","","32.33353755","34.9491509741947"
"חניתה","Hanita","","","","","","","33.08729075","35.1720047125338"
"חיננית","Hinnanit","Chinanit","","","","","","32.4806852","35.1731704237737"
"חנתון","Hannaton","Hanaton","","","","","","32.7820845","35.2431304"
"חוסן","Hosen","Chosen","","","","","","32.9987285","35.2991333258182"
"חספין","Hapin","Chaspin","","","","",""
"חפץ חיים","Hafets Hayyim","Hafez Haim","","","","","","31.7896156","34.8019383"
"חפצי-בה","Heftsi-Va","Hefziva","Hefziba","","","",""
"חצב","Hatsav","Hazav","Chatav","","","","","31.7792706","34.769364"
" חצבה","Hatseva","Hazeva","Chazeva","","","","","30.7683588","35.2803491036117"
"חצור-אשדוד","Hatsor-Ashdod","Hazor-Ashdod","","","","","","31.7730925","34.7210185"
"חצור הגלילית","Hatsor Hagelilit","Hazor Haglilit","","","","","","32.9791697","35.543327"
"חצרות יסף","Hatserot Yassaf","","","","","",""
"חצרים","Hatserim","Hazerim","Chazerim","","","","","31.24041","34.7150744"
"חרב לאת","Herev Le'et","","","","","","","32.4021561","34.9161184"
